reading_id,worker_id,reading_no,datetime,shift_hours,break_gap_min,x,y,z,eda,hr,temp,fatigue_score,blink_rate_pm,activity_score,accel_impact_g,body_angle_deg,motion_detected,helmet,vest,zone_authorized,hr_prev,temp_prev,eda_prev,temp_slope,hr_slope,eda_slope,heat_stress_risk_percent,fatigue_risk_percent,fall_risk_percent,collapse_risk_percent,ppe_risk_percent,predicted_anomaly,time_to_anomaly_min,confidence_percent,actual_anomaly_label,hour,day,month,movement_magnitude,ppe_compliance_score,overall_risk_score,fatigue_level,worker_id_encoded,predicted_anomaly_encoded,actual_anomaly_label_encoded
178,W004,28,2024-01-01 15:00:00,7,210,-25,-51,18,6.785314,109.04,38.51,4.06,14,67,0.12,85,1,1,1,1,108.58,38.35,6.786691,0.16,0.46,-0.001377,99,76,20,78,69,Heat_Stress,1,99,Normal,15,1,1,59.58187644,3,68.4,Low,3,0,2
179,W004,29,2024-01-01 15:15:00,7.25,217,-49,-77,-9,6.774977,108.9,38.49,3.99,15,69,0.43,86,1,1,1,1,109.04,38.51,6.785314,-0.02,-0.14,-0.010337,32,76,19,58,70,Worker_Fatigue,43,76,Normal,15,1,1,91.71150419,3,51,Low,3,2,2
180,W004,30,2024-01-01 15:30:00,7.5,225,-77,-59,46,6.775745,113.3,38.51,4.35,14,73,0.3,83,1,1,1,1,108.9,38.49,6.774977,0.02,4.4,0.000768,78,78,21,73,71,Heat_Stress,39,78,Normal,15,1,1,107.3592101,3,64.2,Low,3,0,2
181,W004,31,2024-01-01 15:45:00,7.75,232,-69,-41,-18,6.79715,112.08,38.61,4.1,16,68,0.36,84,1,1,1,1,113.3,38.51,6.775745,0.1,-1.22,0.021405,99,79,20,80,75,Heat_Stress,1,99,Normal,15,1,1,82.25569889,3,70.6,Low,3,0,2
182,W004,32,2024-01-01 16:00:00,8,240,-31,-49,33,6.788637,114.2,38.71,3.94,12,70,0.32,83,1,1,1,1,112.08,38.61,6.79715,0.1,2.12,-0.008513,99,78,19,80,77,Heat_Stress,1,99,Normal,16,1,1,66.71581522,3,70.6,Low,3,0,2
183,W004,33,2024-01-01 16:15:00,8.25,247,-27,-74,-5,6.802156,112.24,38.71,4.19,14,68,0.1,85,1,1,1,1,114.2,38.71,6.788637,0,-1.96,0.013519,37,82,20,64,79,Worker_Fatigue,32,82,Normal,16,1,1,78.93034904,3,56.4,Low,3,2,2
184,W004,34,2024-01-01 16:30:00,8.5,255,-76,-60,4,6.818952,115.73,38.88,4.56,15,71,0.26,83,1,1,1,1,112.24,38.71,6.802156,0.17,3.49,0.016796,99,84,22,84,80,Heat_Stress,1,99,Normal,16,1,1,96.91233152,3,73.8,Low,3,0,2
185,W004,35,2024-01-01 16:45:00,8.75,262,-55,-44,44,6.832891,117.52,38.86,4.47,14,68,0.33,83,1,1,1,1,115.73,38.88,6.818952,-0.02,1.79,0.013939,50,86,22,71,83,Worker_Fatigue,25,86,Normal,16,1,1,83.04817879,3,62.4,Low,3,2,2
186,W004,36,2024-01-01 17:00:00,9,270,-61,-49,-11,6.827899,118.05,38.85,4.6,15,67,0.16,83,1,1,1,1,117.52,38.86,6.832891,-0.01,0.53,-0.004992,43,89,23,71,86,Worker_Fatigue,19,89,Normal,17,1,1,79.01265721,3,62.4,Low,3,2,2
187,W004,37,2024-01-01 17:15:00,9.25,277,-28,-41,-29,6.844594,116.13,39.08,4.63,14,66,0.35,84,1,1,1,1,118.05,38.85,6.827899,0.23,-1.92,0.016695,99,91,23,89,88,Heat_Stress,1,99,Normal,17,1,1,57.49782605,3,78,Low,3,0,2
188,W004,38,2024-01-01 17:30:00,9.5,285,-14,-52,-36,6.838681,122.19,39,4.86,14,70,0.5,83,1,1,1,1,116.13,39.08,6.844594,-0.08,6.06,-0.005913,79,91,24,83,89,Worker_Fatigue,16,91,Heat_Stress,17,1,1,64.77653896,3,73.2,Low,3,2,1
189,W004,39,2024-01-01 17:45:00,9.75,292,-13,-74,25,6.839766,120.08,39.01,4.9,14,67,0.37,84,1,1,1,1,122.19,39,6.838681,0.01,-2.11,0.001085,52,94,24,77,92,Worker_Fatigue,10,94,Heat_Stress,17,1,1,79.18333158,3,67.8,Low,3,2,1
190,W004,40,2024-01-01 18:00:00,10,300,-43,-63,-43,6.857879,123.68,39.17,4.89,14,63,0.22,83,1,1,1,1,120.08,39.01,6.839766,0.16,3.6,0.018113,99,97,24,93,96,Heat_Stress,1,99,Heat_Stress,18,1,1,87.56140702,3,81.8,Low,3,0,1
191,W004,41,2024-01-01 18:15:00,10.25,307,-75,-77,-9,6.839097,122.55,39.17,4.91,13,64,0.37,84,1,1,1,1,123.68,39.17,6.857879,0,-1.13,-0.018782,46,98,24,78,97,Worker_Fatigue,3,98,Heat_Stress,18,1,1,107.8656572,3,68.6,Low,3,2,1
192,W004,42,2024-01-01 18:30:00,10.5,315,-37,-70,14,6.872763,123.34,39.2,4.81,14,63,0.27,84,1,1,1,1,122.55,39.17,6.839097,0.03,0.79,0.033666,78,98,24,88,99,PPE_Violation,1,99,Heat_Stress,18,1,1,80.40522371,3,77.4,Low,3,1,1
193,W004,43,2024-01-01 18:45:00,10.75,322,-73,-52,-25,6.88364,126.03,39.3,4.75,13,57,0.48,84,1,1,1,1,123.34,39.2,6.872763,0.1,2.69,0.010877,99,99,23,95,99,Heat_Stress,1,99,Heat_Stress,18,1,1,93.04837452,3,83,Low,3,0,1
194,W004,44,2024-01-01 19:00:00,11,330,-35,-68,-36,6.878399,128.3,39.37,5.35,13,60,0.23,84,1,1,1,1,126.03,39.3,6.88364,0.07,2.27,-0.005241,99,99,26,96,99,Heat_Stress,1,99,Heat_Stress,19,1,1,84.52810184,3,83.8,Low,3,0,1
195,W004,45,2024-01-01 19:15:00,11.25,337,-4,-79,-25,6.873809,127.35,39.41,5.37,13,62,0.27,83,1,1,1,1,128.3,39.37,6.878399,0.04,-0.95,-0.00459,86,99,26,93,99,Worker_Fatigue,1,99,Heat_Stress,19,1,1,82.95782061,3,80.6,Low,3,2,1
196,W004,46,2024-01-01 19:30:00,11.5,345,0,-62,40,6.885304,127.95,39.5,5.06,12,63,0.4,82,1,1,1,1,127.35,39.41,6.873809,0.09,0.6,0.011495,99,99,25,97,99,Heat_Stress,1,99,Heat_Stress,19,1,1,73.78346698,3,83.8,Low,3,0,1
197,W004,47,2024-01-01 19:45:00,11.75,352,-79,-73,21,6.896687,130.92,39.51,5.17,13,56,0.44,84,1,1,1,1,127.95,39.5,6.885304,0.01,2.97,0.011383,79,99,25,91,99,Worker_Fatigue,1,99,Heat_Stress,19,1,1,109.5947079,3,78.6,Low,3,2,1
198,W004,48,2024-01-01 20:00:00,12,360,-47,-41,0,6.88948,131.73,39.57,5.57,12,61,0.26,83,1,1,1,1,130.92,39.51,6.896687,0.06,0.81,-0.007207,99,99,27,98,99,Heat_Stress,1,99,Heat_Stress,20,1,1,62.36986452,3,84.4,Low,3,0,1
199,W004,49,2024-01-01 20:15:00,12.25,367,-6,-45,-28,6.900528,130.37,39.53,5.19,12,59,0.25,84,1,1,1,1,131.73,39.57,6.88948,-0.04,-1.36,0.011048,55,99,25,85,99,Worker_Fatigue,1,99,Heat_Stress,20,1,1,53.33854141,3,72.6,Low,3,2,1
200,W004,50,2024-01-01 20:30:00,12.5,375,-21,-50,-18,6.909303,133.08,39.77,5.57,14,61,0.23,82,1,1,1,1,130.37,39.53,6.900528,0.24,2.71,0.008775,99,99,27,99,99,Heat_Stress,1,99,Heat_Stress,20,1,1,57.14017851,3,84.6,Low,3,0,1
201,W005,1,2024-01-01 8:15:00,0.25,7,-78,-75,-8,6.636857,78.8,36.61,1.24,18,83,0.08,86,1,1,1,1,78.45,36.6,6.642641,0.0124,0.3517,-0.005784,14,19,6,13,7,Worker_Fatigue,0,0,Normal,8,1,1,108.5034562,3,11.8,Low,4,2,2
202,W005,2,2024-01-01 8:30:00,0.5,15,-19,-67,27,6.672768,76.21,36.62,2.06,18,85,0.2,88,1,1,1,1,78.8,36.61,6.636857,0.01,-2.59,0.035911,11,25,10,16,8,Worker_Fatigue,0,0,Normal,8,1,1,74.69270379,3,14,Low,4,2,2
203,W005,3,2024-01-01 8:45:00,0.75,22,-46,-79,-20,6.649264,79.05,36.68,2.04,17,86,0.03,87,1,1,1,1,76.21,36.62,6.672768,0.06,2.84,-0.023504,74,26,10,36,10,Heat_Stress,46,74,Normal,8,1,1,93.57884376,3,31.2,Low,4,0,2
204,W005,4,2024-01-01 9:00:00,1,30,-74,-70,-25,6.656375,79.25,36.65,2.21,19,82,0.07,86,1,1,1,1,79.05,36.68,6.649264,-0.03,0.2,0.007111,5,30,11,17,13,Worker_Fatigue,0,0,Normal,9,1,1,104.885652,3,15.2,Low,4,2,2
205,W005,5,2024-01-01 9:15:00,1.25,37,-59,-72,-35,6.650691,80.92,36.65,2.29,17,82,0.18,86,1,1,1,1,79.25,36.65,6.656375,0,1.67,-0.005684,15,32,11,22,15,Worker_Fatigue,0,0,Normal,9,1,1,99.44847912,3,19,Low,4,2,2
206,W005,6,2024-01-01 9:30:00,1.5,45,-56,-66,41,6.649527,80.69,36.69,2.53,18,81,0.33,86,1,1,1,1,80.92,36.65,6.650691,0.04,-0.23,-0.001164,42,35,12,32,18,Heat_Stress,104,42,Normal,9,1,1,95.77577982,3,27.8,Low,4,0,2
207,W005,7,2024-01-01 9:45:00,1.75,52,-58,-59,17,6.666942,79.31,36.63,2.81,16,77,0.2,87,1,1,1,1,80.69,36.69,6.649527,-0.06,-1.38,0.017415,7,40,14,24,21,Worker_Fatigue,108,40,Normal,9,1,1,84.46300966,3,21.2,Low,4,2,2
208,W005,8,2024-01-01 10:00:00,2,60,-75,-46,48,6.664837,79.54,36.68,3.19,18,73,0.09,86,1,1,1,1,79.31,36.63,6.666942,0.05,0.23,-0.002105,55,47,15,42,25,Heat_Stress,81,55,Normal,10,1,1,100.2247474,3,36.8,Low,4,0,2
209,W005,9,2024-01-01 10:15:00,2.25,67,-23,-40,-30,6.670121,80.34,36.72,3.04,14,75,0.14,86,1,1,1,1,79.54,36.68,6.664837,0.04,0.8,0.005284,50,45,15,40,26,Heat_Stress,90,50,Normal,10,1,1,55.03635162,3,35.2,Low,4,0,2
210,W005,10,2024-01-01 10:30:00,2.5,75,-20,-73,6,6.666227,80.47,36.72,3.25,16,79,0.26,85,1,1,1,1,80.34,36.72,6.670121,0,0.13,-0.003894,12,46,16,30,27,Worker_Fatigue,97,46,Normal,10,1,1,75.92759709,3,26.2,Low,4,2,2
211,W005,11,2024-01-01 10:45:00,2.75,82,-3,-50,-40,6.681826,80.2,36.78,3.2,14,75,0.14,85,1,1,1,1,80.47,36.72,6.666227,0.06,-0.27,0.015599,66,49,16,48,30,Heat_Stress,61,66,Normal,10,1,1,64.10148204,3,41.8,Low,4,0,2
212,W005,12,2024-01-01 11:00:00,3,90,9,-78,26,6.699639,79.93,36.74,3.35,14,72,0.26,85,1,1,1,1,80.2,36.78,6.681826,-0.04,-0.27,0.017813,13,52,16,33,33,Worker_Fatigue,86,52,Normal,11,1,1,82.71033793,3,29.4,Low,4,2,2
213,W005,13,2024-01-01 11:15:00,3.25,97,-57,-57,-14,6.684116,79.18,36.71,3.63,15,72,0.3,85,1,1,1,1,79.93,36.74,6.699639,-0.03,-0.75,-0.015523,14,56,18,36,35,Worker_Fatigue,79,56,Normal,11,1,1,81.81686868,3,31.8,Low,4,2,2
214,W005,14,2024-01-01 11:30:00,3.5,105,-40,-56,1,6.684784,79.48,36.79,3.45,15,69,0.21,86,1,1,1,1,79.18,36.71,6.684116,0.08,0.3,0.000668,89,57,17,59,39,Heat_Stress,19,89,Normal,11,1,1,68.82586723,3,52.2,Low,4,0,2
215,W005,15,2024-01-01 11:45:00,3.75,112,-61,-56,-31,6.695434,80.04,36.81,3.81,14,72,0.17,82,1,1,1,1,79.48,36.79,6.684784,0.02,0.56,0.01065,38,59,19,46,40,Worker_Fatigue,73,59,Normal,11,1,1,88.41945487,3,40.4,Low,4,2,2
216,W005,16,2024-01-01 12:00:00,4,120,-10,-53,-34,6.664599,81.9,36.78,4.12,14,69,0.3,84,1,1,1,1,80.04,36.81,6.695434,-0.03,1.86,-0.030835,29,64,20,46,43,Worker_Fatigue,64,64,Normal,12,1,1,63.75735252,3,40.4,Low,4,2,2
217,W005,17,2024-01-01 12:15:00,4.25,127,-52,-70,-49,6.687913,81.28,36.83,3.72,11,68,0.14,84,1,1,1,1,81.9,36.78,6.664599,0.05,-0.62,0.023314,64,62,18,56,45,Heat_Stress,64,64,Normal,12,1,1,100.0249969,3,49,Low,4,0,2
218,W005,18,2024-01-01 12:30:00,4.5,135,-6,-72,-12,6.703305,82.01,36.78,4.52,13,62,0.3,84,1,1,1,1,81.28,36.83,6.687913,-0.05,0.73,0.015392,24,73,22,49,49,Worker_Fatigue,48,73,Normal,12,1,1,73.23933369,3,43.4,Low,4,2,2
219,W005,19,2024-01-01 12:45:00,4.75,142,-27,-41,-45,6.693657,82.95,36.77,4.61,14,68,0.24,84,1,1,1,1,82.01,36.78,6.703305,-0.01,0.94,-0.009648,26,71,23,50,49,Worker_Fatigue,52,71,Normal,12,1,1,66.59579566,3,43.8,Low,4,2,2
220,W005,20,2024-01-01 13:00:00,5,150,-46,-42,32,6.713161,82.3,36.79,4.4,13,62,0.36,87,1,1,1,1,82.95,36.77,6.693657,0.02,-0.65,0.019504,40,74,22,56,53,Worker_Fatigue,46,74,Normal,13,1,1,70.0285656,3,49,Low,4,2,2
221,W005,21,2024-01-01 13:15:00,5.25,157,-7,-72,-15,6.713802,82.89,36.88,4.84,14,64,0.17,85,1,1,1,1,82.3,36.79,6.713161,0.09,0.59,0.000641,99,77,24,75,55,Heat_Stress,1,99,Normal,13,1,1,73.87827827,3,66,Low,4,0,2
222,W005,22,2024-01-01 13:30:00,5.5,165,-9,-50,-11,6.713219,82.41,36.88,5.52,13,60,0.11,84,1,1,1,1,82.89,36.88,6.713802,0,-0.48,-0.000583,24,86,27,57,58,Worker_Fatigue,25,86,Normal,13,1,1,51.98076567,3,50.4,Low,4,2,2
223,W005,23,2024-01-01 13:45:00,5.75,172,-2,-72,30,6.719383,82.07,36.89,4.88,13,59,0.35,84,1,1,1,1,82.41,36.88,6.713219,0.01,-0.34,0.006164,34,82,24,59,61,Worker_Fatigue,32,82,Normal,13,1,1,78.02563681,3,52,Low,4,2,2
224,W005,24,2024-01-01 14:00:00,6,180,-57,-55,7,6.709853,80.13,36.92,5.08,11,59,0.28,84,1,1,1,1,82.07,36.89,6.719383,0.03,-1.94,-0.00953,54,85,25,67,63,Worker_Fatigue,27,85,Normal,14,1,1,79.51729372,3,58.8,Low,4,2,2
225,W005,25,2024-01-01 14:15:00,6.25,187,-43,-77,28,6.707617,82.52,36.88,5.17,10,59,0.3,83,1,1,1,1,80.13,36.92,6.709853,-0.04,2.39,-0.002236,42,86,25,64,65,Worker_Fatigue,25,86,Normal,14,1,1,92.53107586,3,56.4,Low,4,2,2
226,W005,26,2024-01-01 14:30:00,6.5,195,-19,-54,-30,6.709476,82.07,36.86,6.03,11,55,0.21,84,1,1,1,1,82.52,36.88,6.707617,-0.02,-0.45,0.001859,29,96,30,66,68,Worker_Fatigue,7,96,Normal,14,1,1,64.62971453,3,57.8,Low,4,2,2
227,W005,27,2024-01-01 14:45:00,6.75,202,7,-75,-9,6.720699,84.29,36.91,5.66,9,53,0.09,83,1,1,1,1,82.07,36.86,6.709476,0.05,2.22,0.011223,88,95,28,83,71,Worker_Fatigue,9,95,Normal,14,1,1,75.8617163,3,73,Low,4,2,2
228,W005,28,2024-01-01 15:00:00,7,210,-55,-68,15,6.708179,83.82,36.96,5.7,10,50,0.19,82,1,1,1,1,84.29,36.91,6.720699,0.05,-0.47,-0.01252,76,98,28,81,74,Worker_Fatigue,3,98,Normal,15,1,1,88.73556221,3,71.4,Low,4,2,2
229,W005,29,2024-01-01 15:15:00,7.25,217,-55,-79,46,6.728808,83.18,36.96,6.2,10,52,0.32,84,1,1,1,1,83.82,36.96,6.708179,0,-0.64,0.020629,32,99,31,69,75,Worker_Fatigue,1,99,Normal,15,1,1,106.6864565,3,61.2,Low,4,2,2
230,W005,30,2024-01-01 15:30:00,7.5,225,5,-75,-34,6.740829,84.06,36.92,6.76,9,48,0.28,83,1,1,1,1,83.18,36.96,6.728808,-0.04,0.88,0.012021,39,99,33,72,79,Worker_Fatigue,1,99,Normal,15,1,1,82.49848483,3,64.4,Low,4,2,2
231,W005,31,2024-01-01 15:45:00,7.75,232,-57,-61,45,6.752285,83.19,36.98,6.68,12,47,0.2,82,1,1,1,1,84.06,36.92,6.740829,0.06,-0.87,0.011456,88,99,33,88,81,Worker_Fatigue,1,99,Normal,15,1,1,94.84197383,3,77.8,Low,4,2,2
232,W005,32,2024-01-01 16:00:00,8,240,2,-62,-24,6.744287,84.69,36.97,6.31,9,48,0.22,82,1,1,1,1,83.19,36.98,6.752285,-0.01,1.5,-0.007998,45,99,31,75,83,Worker_Fatigue,1,99,Normal,16,1,1,66.51315659,3,66.6,Low,4,2,2
233,W005,33,2024-01-01 16:15:00,8.25,247,-71,-72,37,6.741799,85.41,36.98,6.75,11,50,0.26,81,1,1,1,1,84.69,36.97,6.744287,0.01,0.72,-0.002488,50,99,33,77,85,Worker_Fatigue,1,99,Normal,16,1,1,107.6754382,3,68.8,Low,4,2,2
234,W005,34,2024-01-01 16:30:00,8.5,255,-19,-76,45,6.735479,83.1,36.98,6.69,8,45,0.25,84,1,1,1,1,85.41,36.98,6.741799,0,-2.31,-0.00632,38,99,33,74,88,Worker_Fatigue,1,99,Normal,16,1,1,90.34378783,3,66.4,Low,4,2,2
235,W005,35,2024-01-01 16:45:00,8.75,262,-73,-65,42,6.733637,84.46,37.03,7.16,9,47,0.21,84,1,1,1,1,83.1,36.98,6.735479,0.05,1.36,-0.001842,92,99,35,91,90,Worker_Fatigue,1,99,Normal,16,1,1,106.3860893,3,81.4,Low,4,2,2
236,W005,36,2024-01-01 17:00:00,9,270,-23,-70,20,6.742782,85.28,37.1,6.85,9,43,0.18,83,1,1,1,1,84.46,37.03,6.733637,0.07,0.82,0.009145,99,99,34,94,93,Heat_Stress,1,99,Normal,17,1,1,76.34788799,3,83.8,Low,4,0,2
237,W005,37,2024-01-01 17:15:00,9.25,277,-35,-42,-39,6.759025,82.75,36.98,7.48,6,41,0.14,82,1,1,1,1,85.28,37.1,6.742782,-0.12,-2.53,0.016243,41,99,37,77,96,Worker_Fatigue,1,99,Normal,17,1,1,67.15653356,3,70,Low,4,2,2
238,W005,38,2024-01-01 17:30:00,9.5,285,-6,-52,-38,6.744076,84.04,37.1,7.82,8,40,0.26,82,1,1,1,1,82.75,36.98,6.759025,0.12,1.29,-0.014949,99,99,39,96,98,Heat_Stress,1,99,Worker_Fatigue,17,1,1,64.68384652,3,86.2,Low,4,0,6
239,W005,39,2024-01-01 17:45:00,9.75,292,-8,-67,41,6.760637,83.68,37.03,7.24,8,35,0.28,81,1,1,1,1,84.04,37.1,6.744076,-0.07,-0.36,0.016561,43,99,36,79,99,Worker_Fatigue,1,99,Worker_Fatigue,17,1,1,78.95568377,3,71.2,Low,4,2,6
240,W005,40,2024-01-01 18:00:00,10,300,-62,-45,17,6.7635,84.72,37.09,7.23,6,37,0.21,84,1,1,1,1,83.68,37.03,6.760637,0.06,1.04,0.002863,99,99,36,96,99,Heat_Stress,1,99,Worker_Fatigue,18,1,1,78.47292527,3,85.8,Low,4,0,6
241,W005,41,2024-01-01 18:15:00,10.25,307,-17,-70,-38,6.761747,85.18,37.09,8.54,7,34,0.12,81,1,1,1,1,84.72,37.09,6.7635,0,0.46,-0.001753,48,99,42,82,99,Worker_Fatigue,1,99,Worker_Fatigue,18,1,1,81.44323176,3,74,Low,4,2,6
242,W005,42,2024-01-01 18:30:00,10.5,315,-33,-55,-25,6.756184,86.14,37.13,8.24,5,34,0.18,80,1,1,1,1,85.18,37.09,6.761747,0.04,0.96,-0.005563,89,99,41,95,99,Worker_Fatigue,1,99,Worker_Fatigue,18,1,1,68.84039512,3,84.6,Low,4,2,6
243,W005,43,2024-01-01 18:45:00,10.75,322,-41,-58,19,6.764272,85.18,37.1,8.17,7,34,0.03,82,1,1,1,1,86.14,37.13,6.756184,-0.03,-0.96,0.008088,48,99,40,83,99,Worker_Fatigue,1,99,Worker_Fatigue,18,1,1,73.52550578,3,73.8,Low,4,2,6
244,W005,44,2024-01-01 19:00:00,11,330,-25,-75,-16,6.748284,84.62,37.14,8.54,7,34,0.12,81,1,1,1,1,85.18,37.1,6.764272,0.04,-0.56,-0.015988,85,99,42,95,99,Worker_Fatigue,1,99,Worker_Fatigue,19,1,1,80.65977932,3,84,Low,4,2,6
245,W005,45,2024-01-01 19:15:00,11.25,337,-78,-48,-43,6.772913,86.08,37.11,8.31,6,31,0.01,81,1,1,1,1,84.62,37.14,6.748284,-0.03,1.46,0.024629,59,99,41,88,99,Worker_Fatigue,1,99,Worker_Fatigue,19,1,1,101.1780609,3,77.2,Low,4,2,6
246,W005,46,2024-01-01 19:30:00,11.5,345,-4,-60,-16,6.795283,88.43,37.12,9.16,7,31,0.23,81,1,1,1,1,86.08,37.11,6.772913,0.01,2.35,0.02237,74,99,45,93,99,Worker_Fatigue,1,99,Worker_Fatigue,19,1,1,62.22539674,3,82,Low,4,2,6
247,W005,47,2024-01-01 19:45:00,11.75,352,-7,-43,-29,6.786979,85.73,37.2,8.93,6,29,0.19,79,1,1,1,1,88.43,37.12,6.795283,0.08,-2.7,-0.008304,99,99,46,99,99,Heat_Stress,1,99,Worker_Fatigue,19,1,1,52.33545643,3,88.4,Low,4,0,6
248,W005,48,2024-01-01 20:00:00,12,360,-60,-65,-12,6.780574,86.98,37.11,9.24,5,30,0.05,80,1,1,1,1,85.73,37.2,6.786979,-0.09,1.25,-0.006405,61,99,46,91,99,Worker_Fatigue,1,99,Worker_Fatigue,20,1,1,89.26925563,3,79.2,Low,4,2,6
249,W005,49,2024-01-01 20:15:00,12.25,367,-79,-47,27,6.807258,86.1,37.17,9.26,6,29,0.18,82,1,1,1,1,86.98,37.11,6.780574,0.06,-0.88,0.026684,99,99,46,99,99,Heat_Stress,1,99,Worker_Fatigue,20,1,1,95.80709786,3,88.4,Low,4,0,6
250,W005,50,2024-01-01 20:30:00,12.5,375,-67,-53,12,6.797214,85.71,37.2,9.94,5,27,0.21,81,1,1,1,1,86.1,37.17,6.807258,0.03,-0.39,-0.010044,83,99,49,99,99,Worker_Fatigue,1,99,Worker_Fatigue,20,1,1,86.2670273,3,85.8,Low,4,2,6
251,W006,1,2024-01-01 8:15:00,0.25,7,-23,-73,-2,6.544968,80.26,36.51,2.17,18,87,0.34,87,1,1,1,1,79.42,36.48,6.538995,0.0251,0.8375,0.005973,28,24,10,20,5,Worker_Fatigue,0,0,Normal,8,1,1,76.56369897,3,17.4,Low,5,2,2
252,W006,2,2024-01-01 8:30:00,0.5,15,-34,-72,-42,6.540692,77.93,36.53,2.02,16,81,0.42,86,1,1,1,1,80.26,36.51,6.544968,0.02,-2.33,-0.004276,20,27,10,19,9,Worker_Fatigue,0,0,Normal,8,1,1,90.02221948,3,17,Low,5,2,2
253,W006,3,2024-01-01 8:45:00,0.75,22,4,-54,-17,6.556103,78.33,36.55,2.54,18,81,0.24,87,1,1,1,1,77.93,36.53,6.540692,0.02,0.4,0.015411,23,32,12,23,12,Worker_Fatigue,0,0,Normal,8,1,1,56.75385449,3,20.4,Low,5,2,2
254,W006,4,2024-01-01 9:00:00,1,30,-9,-49,-31,6.544862,78.75,36.5,2.58,17,78,0.47,86,1,1,1,1,78.33,36.55,6.556103,-0.05,0.42,-0.011241,7,35,12,20,15,Worker_Fatigue,0,0,Normal,9,1,1,58.67708241,3,17.8,Low,5,2,2
255,W006,5,2024-01-01 9:15:00,1.25,37,-50,-44,38,6.548909,81.14,36.51,2.16,15,81,0.39,85,1,1,1,1,78.75,36.5,6.544862,0.01,2.39,0.004047,28,31,10,25,16,Worker_Fatigue,0,0,Normal,9,1,1,76.68115805,3,22,Low,5,2,2
256,W006,6,2024-01-01 9:30:00,1.5,45,-7,-45,49,6.558304,82.2,36.52,2.79,17,78,0.51,84,1,1,1,1,81.14,36.51,6.548909,0.01,1.06,0.009395,22,39,13,27,19,Worker_Fatigue,0,0,Normal,9,1,1,66.8954408,3,24,Low,5,2,2
257,W006,7,2024-01-01 9:45:00,1.75,52,-59,-79,26,6.566602,79.07,36.53,2.74,18,80,0.52,84,1,1,1,1,82.2,36.52,6.558304,0.01,-3.13,0.008298,16,38,13,26,20,Worker_Fatigue,0,0,Normal,9,1,1,101.970584,3,22.6,Low,5,2,2
258,W006,8,2024-01-01 10:00:00,2,60,9,-49,-5,6.581709,84.01,36.57,3.28,16,80,0.59,87,1,1,1,1,79.07,36.53,6.566602,0.04,4.94,0.015107,74,44,16,47,23,Heat_Stress,46,74,Normal,10,1,1,50.06995107,3,40.8,Low,5,0,2
259,W006,9,2024-01-01 10:15:00,2.25,67,-26,-77,-4,6.579994,79.95,36.6,2.71,14,78,0.51,86,1,1,1,1,84.01,36.57,6.581709,0.03,-4.06,-0.001715,37,41,13,34,25,Worker_Fatigue,106,41,Normal,10,1,1,81.36952747,3,30,Low,5,2,2
260,W006,10,2024-01-01 10:30:00,2.5,75,-21,-68,-34,6.584578,84.2,36.6,3.07,14,77,0.57,86,1,1,1,1,79.95,36.6,6.579994,0,4.25,0.004584,36,46,15,37,28,Worker_Fatigue,97,46,Normal,10,1,1,78.87331615,3,32.4,Low,5,2,2
261,W006,11,2024-01-01 10:45:00,2.75,82,-78,-48,10,6.588624,84.52,36.62,3.03,15,80,0.44,85,1,1,1,1,84.2,36.6,6.584578,0.02,0.32,0.004046,32,45,15,36,29,Worker_Fatigue,99,45,Normal,10,1,1,92.13034245,3,31.4,Low,5,2,2
262,W006,12,2024-01-01 11:00:00,3,90,2,-56,9,6.577192,84,36.6,3.93,15,73,0.33,85,1,1,1,1,84.52,36.62,6.588624,-0.02,-0.52,-0.011432,13,56,19,36,33,Worker_Fatigue,79,56,Normal,11,1,1,56.75385449,3,31.4,Low,5,2,2
263,W006,13,2024-01-01 11:15:00,3.25,97,-2,-44,-30,6.590256,81.61,36.58,3.34,14,74,0.39,85,1,1,1,1,84,36.6,6.577192,-0.02,-2.39,0.013064,14,52,16,34,35,Worker_Fatigue,86,52,Normal,11,1,1,53.29165038,3,30.2,Low,5,2,2
264,W006,14,2024-01-01 11:30:00,3.5,105,-73,-40,31,6.597882,80.99,36.63,3.55,15,76,0.51,83,1,1,1,1,81.61,36.58,6.590256,0.05,-0.62,0.007626,60,54,17,50,36,Heat_Stress,72,60,Normal,11,1,1,88.82567196,3,43.4,Low,5,0,2
265,W006,15,2024-01-01 11:45:00,3.75,112,7,-49,46,6.597227,82.61,36.58,3.34,15,72,0.51,83,1,1,1,1,80.99,36.63,6.597882,-0.05,1.62,-0.000655,26,55,16,40,40,Worker_Fatigue,81,55,Normal,11,1,1,67.57218363,3,35.4,Low,5,2,2
266,W006,16,2024-01-01 12:00:00,4,120,-48,-53,-43,6.596868,79.86,36.6,3.97,14,70,0.52,83,1,1,1,1,82.61,36.58,6.597227,0.02,-2.75,-0.000359,36,62,19,47,43,Worker_Fatigue,68,62,Normal,12,1,1,83.43860018,3,41.4,Low,5,2,2
267,W006,17,2024-01-01 12:15:00,4.25,127,-7,-74,8,6.602865,84.69,36.6,3.68,14,71,0.63,81,1,1,1,1,79.86,36.6,6.596868,0,4.83,0.005997,48,60,18,50,44,Worker_Fatigue,72,60,Normal,12,1,1,74.75961477,3,44,Low,5,2,2
